drugbank_id	name	atc_codes
DB01242	Clomipramine	N06AA04
DB01244	Bepridil	C08EA02
DB01246	Alimemazine	R06AD01
DB01247	Isocarboxazid	N06AF01
DB01248	Docetaxel	L01CD02
DB01249	Iodixanol	V08AB09
DB01250	Olsalazine	A07EC03
DB01251	Gliquidone	A10BB08
DB01252	Mitiglinide	A10BX08
DB01253	Ergometrine	G02AB03
DB01254	Dasatinib	L01XE06
DB01255	Lisdexamfetamine	N06BA12
DB01256	Retapamulin	D06AX13
DB01257	Eculizumab	L04AA25
DB01259	Lapatinib	L01XE07
DB01260	Desonide	S01BA11|D07BB02|D07AB08
DB01261	Sitagliptin	A10BH51|A10BD24|A10BD07|A10BH01|A10BD12
DB01262	Decitabine	L01BC08
DB01263	Posaconazole	J02AC04
DB01264	Darunavir	J05AR14|G01AE10|J05AR22|J05AR26|J05AE10
DB01265	Telbivudine	J05AF11
DB01266	Sinecatechins	D06BB12
DB01267	Paliperidone	N05AX13
DB01268	Sunitinib	L01XE04
DB01269	Panitumumab	L01XC08
DB01270	Ranibizumab	S01LA04
DB01271	Idursulfase	A16AB09
DB01272	Alglucosidase alfa	A16AB07
DB01273	Varenicline	N07BA03
DB01275	Hydralazine	C02DB02|C02LG02
DB01276	Exenatide	A10BJ01
DB01277	Mecasermin	H01AC03
DB01278	Pramlintide	A10BX05
DB01279	Galsulfase	A16AB08
DB01280	Nelarabine	L01BB07
DB01281	Abatacept	L04AA24
DB01282	Carbetocin	H01BB03
DB01283	Lumiracoxib	M01AH06
DB01284	Tetracosactide	H01AA02
DB01285	Corticotropin	H01AA01
DB01288	Fenoterol	R03CC04|R03AL01|G02CA03|R03AC04
DB01289	Glisoxepide	A10BB11
DB01291	Pirbuterol	R03CC07|R03AC08
DB01295	Bevantolol	C07AB06|C07BB06
DB01296	Glucosamine	M01AX05
DB01297	Practolol	C07AB01
DB01298	Sulfacytine	G01AE10
DB01299	Sulfadoxine	G01AE10
DB01301	Rolitetracycline	J01AA20|J01AA09
DB01303	Oxtriphylline	R03DA20|R03DB02|R03DA02
DB01306	Insulin aspart	A10AD06|A10AD05|A10AB05
DB01307	Insulin detemir	A10AE05
DB01309	Insulin glulisine	A10AB06
DB01319	Fosamprenavir	J05AE07
DB01320	Fosphenytoin	N03AB05
DB01321	Josamycin	J01FA07
DB01323	St. John's Wort	N06AX25
DB01324	Polythiazide	C03AA05|G01AE10|C03AB05
DB01325	Quinethazone	G01AE10|C03BA02|C03BB02
DB01326	Cefamandole	J01DC03
DB01327	Cefazolin	J01DB04
DB01328	Cefonicid	J01DC06
DB01329	Cefoperazone	J01DD12
DB01330	Cefotetan	J01DC05
DB01331	Cefoxitin	J01DC01
DB01332	Ceftizoxime	J01DD07
DB01333	Cefradine	J01DB09
DB01337	Pancuronium	M03AC01
DB01338	Pipecuronium	M03AC06
DB01339	Vecuronium	M03AC03
DB01340	Cilazapril	C09BA08|C09AA08
DB01344	Tolevamer	V03AE01
DB01348	Spirapril	C09AA11
DB01349	Tasosartan	C09CA05
DB01351	Amobarbital	N05CA02|N05CB01
DB01352	Aprobarbital	N05CA05
DB01353	Butobarbital	N05CA03
DB01354	Heptabarbital	N05CA11
DB01355	Hexobarbital	N01AF02|N05CA16
DB01359	Penbutolol	C07CA23|C07AA23
DB01362	Iohexol	V08AB02
DB01364	Ephedrine	S01FB02|R01AB05|C01CA26|R03CA02|A08AA56|R01AA03
DB01365	Mephentermine	C01CA11
DB01366	Procaterol	R03CC08|R03AC16
DB01367	Rasagiline	N04BD02
DB01373	Calcium	M05BB01|A11AA02|M05BB08|A11GB01|M05BB02|M05BB04|M05BB05
DB01377	Magnesium oxide	A02AA02|A12CC10|A06AD02
DB01381	Ginkgo biloba	N06DX02|N06DA53
DB01382	Glymidine	A10BC01|G01AE10
DB01384	Paramethasone	H02AB05
DB01388	Mibefradil	C08CX01
DB01390	Sodium bicarbonate	B05CB04|B05XA02
DB01392	Yohimbine	G04BE04
DB01393	Bezafibrate	C10AB02
DB01394	Colchicine	M04AC01
DB01395	Drospirenone	G03AC10|G03FA17|G03AA12
DB01396	Digitoxin	C01AA04
DB01399	Salsalate	N02BA06
DB01400	Neostigmine	N07AA01|S01EB06|N07AA51
DB01403	Methotrimeprazine	N05AA02
DB01405	Temafloxacin	J01MA05
DB01406	Danazol	G03XA01
DB01407	Clenbuterol	R03CC13|R03AC14|R03CC63
DB01408	Bambuterol	R03CC12
DB01409	Tiotropium	R03AL06|R03BB04|R03BB54|R03AL10
DB01410	Ciclesonide	R03BA08|R01AD13
DB01411	Pranlukast	R03DC02
DB01412	Theobromine	C03BD01|R03DA07|R03DA57
DB01413	Cefepime	J01DE01|J01RA06
DB01414	Cefacetrile	J01DB10
DB01415	Ceftibuten	J01DD14
DB01416	Cefpodoxime	J01DD13
DB01418	Acenocoumarol	B01AA07
DB01421	Paromomycin	A07AA06
DB01422	Nitroxoline	J01XX07
DB01423	Stepronin	R05CB11
DB01424	Aminophenazone	N02BB53|N02BB03|N02BB73
DB01425	Alizapride	A03FA05
DB01426	Ajmaline	C01BA05
DB01427	Amrinone	C01CE01
DB01429	Aprindine	C01BB04
DB01430	Almitrine	R07AB07
DB01431	Allylestrenol	G03DC01
DB01432	Cholestyramine	C10AC01
DB01435	Antipyrine	N02BB51|N02BB71|N02BB01|S02DA03
DB01436	Alfacalcidol	A11CC03|M05BB06
DB01437	Glutethimide	N05CE01
DB01438	Phenazopyridine	G04BX06
DB01452	Diamorphine	N07BC06
DB01459	Bezitramide	N02AC05
DB01463	Fencamfamin	N06BA06
DB01466	Ethylmorphine	S01XA06|R05DA01
DB01482	Fenethylline	N06BA10
DB01483	Barbital	N05CA04
DB01486	Cathine	A08AA07
DB01489	Camazepam	N05BA15
DB01493	Ethylestrenol	A14AB02
DB01495	Dichloralphenazone	N05CC04
DB01501	Difenoxin	A07DA04
DB01529	Dextromoramide	N02AC01
DB01534	Chlorhexadol	N05CC02
DB01538	Acetyldihydrocodeine	R05DA12
DB01544	Flunitrazepam	N05CD03
DB01545	Ethyl loflazepate	N05BA18
DB01551	Dihydrocodeine	N02AA58|N02AA08|N02AJ02|N02AJ01
DB01553	Cloxazolam	N05BA22
DB01558	Bromazepam	N05BA08
DB01559	Clotiazepam	N05BA21
DB01563	Chloral hydrate	N05CC01
DB01567	Fludiazepam	N05BA17
DB01574	Attapulgite	A07BC54|A07BC04
DB01575	Kaolin	A07BC02
DB01576	Dextroamphetamine	N06BA02
DB01577	Metamfetamine	N06BA03
DB01578	Metrizamide	V08AB01
DB01580	Oxprenolol	C07BA02|C07AA02|C07CA02
DB01581	Sulfamerazine	J01ED07|G01AE10|D06BA06|J01EE07
DB01582	Sulfamethazine	J01EB03|G01AE10|J01EE05
DB01586	Ursodeoxycholic acid	A05AA02
DB01587	Ketazolam	N05BA10
DB01588	Prazepam	N05BA11
DB01589	Quazepam	N05CD10
DB01590	Everolimus	L01XE10|L04AA18
DB01591	Solifenacin	G04BD08|G04CA53
DB01592	Iron	B03AE02|A11AA01|B03AE01|B03AE04|B03AE03
DB01593	Zinc	C05AX04
DB01594	Cinolazepam	N05CD13
DB01595	Nitrazepam	N05CD02
DB01597	Cilastatin	J01DH51
DB01598	Imipenem	J01DH51
DB01599	Probucol	C10AX02
DB01600	Tiaprofenic acid	M01AE11
DB01601	Lopinavir	J05AR10
DB01602	Bacampicillin	J01CR50|J01CA06
DB01603	Meticillin	J01CR50|J01CF03
DB01604	Pivampicillin	J01CR50|J01CA02
DB01605	Pivmecillinam	J01CR50|J01CA08
DB01606	Tazobactam	J01CG02
DB01607	Ticarcillin	J01CR50|J01CA13
DB01608	Periciazine	N05AC01
DB01609	Deferasirox	V03AC03
DB01610	Valganciclovir	J05AB14
DB01611	Hydroxychloroquine	P01BA02
DB01612	Amyl Nitrite	V03AB22
DB01613	Erythrityl tetranitrate	C01DA63|C01DA13
DB01614	Acepromazine	N05AA04
DB01616	Alverine	A03AX08|A03AX58
DB01618	Molindone	N05AE02
DB01619	Phenindamine	R06AX04
DB01620	Pheniramine	R06AB05|D04AA16
DB01621	Pipotiazine	N05AC04
DB01622	Thioproperazine	N05AB08
DB01623	Thiothixene	N05AF04
DB01624	Zuclopenthixol	N05AF05
DB01625	Isopropamide	A03CA01|A03AB09
DB01626	Pargyline	C02LL01|C02KC01
DB01627	Lincomycin	J01FF02
DB01628	Etoricoxib	M01AH05
DB01638	Sorbitol	B05CX02|V04CC01|A06AD18|A06AG07
DB01656	Roflumilast	R03DX07
DB01677	Fumaric Acid	D05AX01
DB01698	Rutin	C05CA01|C05CA51
DB01708	Prasterone	G03EA03|G03XX01|A14AA07
DB01718	Cetrimonium	D08AJ04|D11AC01|R02AA17|D08AJ02
DB01744	Camphor	C01EB02
DB01783	Pantothenic acid	D03AX04|A11HA31
DB02266	Flufenamic acid	M01AG03
DB02300	Calcipotriol	D05AX52|D05AX02
DB02325	Isopropyl alcohol	D08AX05
DB02329	Carbenoxolone	A02BX01|A02BX71|A02BX51
DB02362	Aminobenzoic acid	D02BA01|D11AX23
DB02383	Tolrestat	A10XA01
DB02546	Vorinostat	L01XX38
DB02638	Terlipressin	H01BA04
DB02640	Fumagillin	P01AX10
DB02659	Cholic Acid	A05AA03
DB02701	Nicotinamide	A11HA01
DB02703	Fusidic acid	S01AA13|D09AA02|J01XC01|D06AX01
DB02901	Stanolone	A14AA01|G03BB02
DB02925	Piretanide	C03CA03|G01AE10
DB02959	Oxitriptan	N06AX01
DB03088	Pidolic acid	A12CC08
DB03128	Acetylcholine	S01EB09
DB03166	Acetic acid	S02AA10|G01AD02
DB03175	Propyl alcohol	D08AX03|D08AX53
DB03255	Phenol	C05BB05|R02AA19|N01BX03|D08AE03
DB03312	Brivudine	J05AB15
DB03404	Hemin	B06AB01
DB03585	Oxyphenbutazone	M01AA03|M02AA04|S01BC02
DB03604	Tiratricol	H03AA04|D11AX08
DB03614	Mecobalamin	B03BA05
DB03615	Ribostamycin	J01GB10
DB03619	Deoxycholic acid	D11AX24
DB03754	Tromethamine	B05XX02|B05BB03
DB03766	Propanoic acid	S01AX10
DB03783	Phenacetin	N02BE73|N02BE03|N02BE53
DB03793	Benzoic acid	A16AX11|V04CG30
DB03808	Hexamidine	S03AA05|D08AC04|R02AA18|R01AX07|S01AX08
DB03852	Eucalyptol	R05CA13
DB03904	Urea	D02AE01|B05BC02|D02AE51
DB04106	Fotemustine	L01AD05
DB04145	Nicotinyl alcohol	C10AD05|C04AC02
DB04165	Valpromide	N03AG02
DB04173	Fructose	V06DC02
DB04209	Dequalinium	D08AH01|R02AA02|G01AC05
DB04221	Didecyldimethylammonium	D08AJ06
DB04272	Citric acid	A09AB04
DB04335	Inosine	G01AX02|S01XA10|D06BB05
DB04339	Carbocisteine	R05CB03
DB04377	Meglutol	C10AX05
DB04398	Lactic acid	G01AD01
DB04445	Mercuric iodide	D08AK30
DB04552	Niflumic acid	M02AA17|M01AX02
DB04570	Latamoxef	J01DD06
DB04571	Trioxsalen	D05BA01|D05AD01
DB04572	Thiotepa	L01AC01
DB04573	Estriol	G03CC06|G03CA04
DB04576	Fleroxacin	J01MA08
DB04599	Aniracetam	N06BX11
DB04630	Aldosterone	H02AA01
DB04660	Choline alfoscerate	N07AX02
DB04711	Iodipamide	V08AC04
DB04743	Nimesulide	M01AX17|M02AA26
DB04786	Suramin	P01CX02
DB04794	Bifonazole	D01AC10|D01AC60
DB04812	Benoxaprofen	M01AE06
DB04813	Bithionol	D10AB01|P02BX01
DB04815	Clioquinol	G01AC02|S02AA05|D09AA10|P01AA02|P01AA52|D08AH30
DB04816	Dantron	A06AB03|A06AB53|A06AG03
DB04817	Metamizole	N02BB72|N02BB02|N02BB52
DB04818	Iproniazid	N06AF05
DB04819	Methapyrilene	R06AC05
DB04820	Nialamide	N06AF02
DB04821	Nomifensine	N06AX04
DB04822	Oxeladin	R05DB09
DB04823	Oxyphenisatin	A06AB01
DB04824	Phenolphthalein	A06AB04
DB04825	Prenylamine	C01DX52|C01DX02
DB04826	Thenalidine	R06AX03|R06AX53|D04AA03
DB04828	Zomepirac	M01AB04
DB04830	Buformin	A10BA03
DB04831	Tienilic acid	C03CC02
DB04832	Zimelidine	N06AB02
DB04833	Methaqualone	N05CX02|N05CM01
DB04835	Maraviroc	J05AX09
DB04836	Amineptine	N06AA19
DB04837	Clofedanol	R05DB10
DB04838	Cyclandelate	C04AX01
DB04839	Cyproterone acetate	G03HB01|G03HA01
DB04840	Debrisoquine	C02CC04
DB04841	Flunarizine	N07CA03
DB04842	Fluspirilene	N05AG01
DB04843	Mepenzolate	A03AB12
DB04844	Tetrabenazine	N07XX06
DB04845	Ixabepilone	L01DC04
DB04846	Celiprolol	C07AB08
DB04847	Roxadustat	B03XA05
DB04849	Cediranib	L01XE32
DB04854	Febuxostat	M04AA03
DB04855	Dronedarone	C01BD07
DB04861	Nebivolol	C07FB12|C09DX05|C07BB12|C07AB12
DB04865	Omacetaxine mepesuccinate	L01XX40
DB04868	Nilotinib	L01XE08
DB04871	Lorcaserin	A08AA11
DB04876	Vildagliptin	A10BH02|A10BD08
DB04878	Voglibose	A10BF03
DB04880	Enoximone	C01CE03
DB04884	Dapoxetine	G04BX14
DB04885	Cilansetron	A03AE03
DB04894	Vapreotide	H01CB04
DB04895	Pegaptanib	S01LA03
DB04896	Milnacipran	N06AX17
DB04898	Ximelagatran	B01AE05
DB04899	Nesiritide	C01DX19
DB04907	Sitimagene ceradenovec	L01XX37
DB04908	Flibanserin	G02CX02
DB04911	Oritavancin	J01XA05
DB04920	Clevidipine	C08CA16
DB04924	Itopride	A03FA07
DB04930	Permethrin	P03AC54|P03AC04
DB04931	Afamelanotide	D02BB02
DB04932	Defibrotide	B01AX01
DB04938	Ospemifene	G03XC05
DB04941	Crofelemer	A07XA06
DB04944	Acadesine	C01EB13
DB04946	Iloperidone	N05AX14
DB04948	Lofexidine	N07BC04
DB04951	Pirfenidone	L04AX05
DB04953	Ezogabine	N03AX21
DB04956	Afelimomab	L04AB03
DB04977	Plitidepsin	L01XX57
DB04996	Satraplatin	L01XA04
DB05013	Ingenol mebutate	D06BX02
DB05015	Belinostat	L01XX49
DB05016	Ataluren	M09AX03
DB05018	Migalastat	A16AX14
DB05039	Indacaterol	R03AC18|R03AL04|R03AL12|R03AK14
DB05057	Erdosteine	R05CB15
DB05099	Ancrod	B01AD09
DB05105	Pleconaril	J05AX06
DB05109	Trabectedin	L01CX01
DB05168	Vintafolide	L01CA06
DB05219	Crisaborole	D11AH06
DB05229	Beraprost	B01AC19
DB05239	Cobimetinib	L01XE38
DB05245	Silver sulfadiazine	D06BA01|G01AE10|D06BA51
DB05246	Methsuximide	N03AD03
DB05254	Fibrinolysin	B01AD05|B06AA02
DB05259	Glatiramer	L03AX13
DB05266	Ibudilast	R03DC04
DB05271	Rotigotine	N04BC09
DB05273	Samarium (153Sm) lexidronam	V10BX02
DB05294	Vandetanib	L01XE12
DB05311	Ecallantide	B06AC03
DB05316	Pimavanserin	N05AX17
DB05332	Romiplostim	B02BX04
DB05336	Obiltoxaximab	J06BB22
DB05351	Dexlansoprazole	A02BC06
DB05381	Histamine	L03AX14|V04CG03
DB05382	Iodine	D08AG03
DB05394	Corticorelin	V04CD04
DB05396	Albinterferon Alfa-2B	L03AB12
DB05459	Briakinumab	L04AC09
DB05521	Telaprevir	J05AP02
DB05528	Mipomersen	C10AX11
DB05541	Brivaracetam	N03AX23
DB05578	Ramucirumab	L01XC21
DB05630	Sodium stibogluconate	P01CB02
DB05676	Apremilast	L04AA32
DB05679	Ustekinumab	L04AC05
DB05773	Trastuzumab emtansine	L01XC14
DB05791	Perflubron	V08CX01
DB05794	Serelaxin	C01DX21
DB05812	Abiraterone	L02BX03
DB05829	Parathyroid hormone	H05AA03
DB05889	Inotuzumab ozogamicin	L01XC26
DB05990	Obeticholic acid	A05AA04
DB06014	Eteplirsen	M09AX06
DB06016	Cariprazine	N05AX15
DB06043	Olaratumab	L01XC27
DB06081	Caplacizumab	B01AX07
DB06144	Sertindole	N05AE03
DB06145	Spiramycin	J01RA04|J01FA02
DB06147	Sulfathiazole	J01EB07|G01AE10|D06BA02
DB06148	Mianserin	N06AX03
DB06149	Teicoplanin	J01XA02
DB06150	Sulfadimethoxine	J01ED01|G01AE10
DB06151	Acetylcysteine	R05CB01|S01XA08|V03AB23
DB06152	Nylidrin	C04AA02|G02CA02
DB06153	Pizotifen	N02CX01
DB06154	Pentaerythritol tetranitrate	C01DA55|C01DA05
DB06155	Rimonabant	A08AX01
DB06160	Garenoxacin	J01MA19
DB06168	Canakinumab	L04AC08
DB06174	Noscapine	R05DA07
DB06176	Romidepsin	L01XX39
DB06186	Ipilimumab	L01XC11
DB06193	Pixantrone	L01DB11
DB06196	Icatibant	B06AC02
DB06200	Tedisamil	C01BD06
DB06201	Rufinamide	N03AF03
DB06202	Lasofoxifene	G03XC03
DB06203	Alogliptin	A10BD13|A10BD09|A10BH04
DB06204	Tapentadol	N02AX06
DB06206	Sugammadex	V03AB35
DB06207	Silodosin	G04CA04
DB06209	Prasugrel	B01AC22
DB06210	Eltrombopag	B02BX05
DB06211	Doripenem	J01DH04
DB06212	Tolvaptan	C03XA01
DB06213	Regadenoson	C01EB21
DB06216	Asenapine	N05AH05
DB06217	Vernakalant	C01BG11
DB06218	Lacosamide	N03AX18
DB06219	Dalbavancin	J01XA04
DB06228	Rivaroxaban	B01AF01
DB06230	Nalmefene	N07BB05
DB06233	Ridaforolimus	L01XE19
DB06234	Maribavir	J05AX10
DB06237	Avanafil	G04BE10
DB06243	Eflornithine	P01CX03|D11AX16
DB06261	Hexaminolevulinate	V04CX06
DB06262	Droxidopa	C01CA27
DB06263	Amrubicin	L01DB10
DB06264	Tolperisone	M03BX04|M02AX06
DB06266	Lonidamine	L01XX07
DB06267	Udenafil	G04BE11
DB06268	Sitaxentan	C02KX03
DB06271	Sulodexide	B01AB11
DB06273	Tocilizumab	L04AC07
DB06274	Alvimopan	A06AH02
DB06282	Levocetirizine	R06AE09
DB06283	Ziconotide	N02BG08
DB06285	Teriparatide	H05AA02
DB06287	Temsirolimus	L01XE09
DB06288	Amisulpride	N05AL05
DB06290	Simeprevir	G01AE10|J05AP05
DB06292	Dapagliflozin	A10BK01|A10BD15|A10BD21|A10BD25
DB06310	Motavizumab	J06BB17
DB06317	Elotuzumab	L01XC23
DB06335	Saxagliptin	A10BD21|A10BD25|A10BH03|A10BD10
DB06358	Iclaprim	J01EA03
DB06366	Pertuzumab	L01XC13
DB06372	Rilonacept	L04AC04
DB06393	Xaliproden	N07XX03
DB06401	Bazedoxifene	G03XC02|G03CC07
DB06402	Telavancin	J01XA03
DB06403	Ambrisentan	C02KX02|C02KX52
DB06404	Human C1-esterase inhibitor	B06AC01
DB06410	Doxercalciferol	H05BX03
DB06412	Oxymetholone	A14AA05
DB06413	Armodafinil	N06BA13
DB06414	Etravirine	J05AG04
DB06439	Tyloxapol	R05CA01
DB06441	Cangrelor	B01AC25
DB06470	Clomethiazole	N05CX04|N05CM02
DB06479	Propentofylline	N06BC02
DB06480	Prucalopride	A06AX05
DB06535	Etilevodopa	N04BA06
DB06589	Pazopanib	L01XE11
DB06590	Ceftaroline fosamil	J01DI02
DB06594	Agomelatine	N06AX22
DB06595	Midostaurin	L01XE39
DB06600	Nemonoxacin	J01MB08
DB06602	Reslizumab	R03DX08
DB06603	Panobinostat	L01XX42
DB06605	Apixaban	B01AF02
DB06607	Catumaxomab	L01XC09
DB06608	Tafenoquine	P01BA07
DB06612	Mepolizumab	R03DX09
DB06614	Peramivir	J05AH03
DB06616	Bosutinib	L01XE14
DB06623	Flupirtine	N02BG07
DB06626	Axitinib	L01XE17
DB06634	Casopitant	A04AD13
DB06637	Dalfampridine	N07XX07
DB06643	Denosumab	M05BX04
DB06650	Ofatumumab	L01XC10
DB06654	Safinamide	N04BD03
DB06655	Liraglutide	A10AE56|A10BJ02
DB06662	Abetimus	L04AA22
DB06663	Pasireotide	H01CB05
DB06674	Golimumab	L04AB06
DB06681	Belatacept	L04AA28
DB06682	Naproxcinod	M01AE18
DB06683	Clevudine	J05AF12
DB06684	Vilazodone	N06AX24
DB06685	Laquinimod	N07XX10
DB06688	Sipuleucel-T	L03AX17
DB06689	Ethanolamine oleate	C05BB01
DB06690	Nitrous oxide	N01AX13|N01AX63
DB06691	Mepyramine	D04AA02|R06AC01
DB06692	Aprotinin	B02AB01
DB06694	Xylometazoline	R01AB06|R01AA07|S01GA53|S01GA03
DB06695	Dabigatran etexilate	B01AE07
DB06696	Arbekacin	J01GB12
DB06697	Artemether	P01BF01|P01BE02
DB06698	Betahistine	N07CA01
DB06699	Degarelix	L02BX02
DB06700	Desvenlafaxine	N06AX23
DB06701	Dexmethylphenidate	N06BA11
DB06702	Fesoterodine	G04BD11
DB06703	Gadobutrol	V08CA09
DB06704	Iobenguane	V09IX01|V09IX02|V10XA02
DB06705	Gadofosveset trisodium	V08CA11
DB06706	Isometheptene	A03AX10
DB06708	Lumefantrine	P01BF01
DB06709	Methacholine	V04CX03
DB06710	Methyltestosterone	G03BA02|G03EA01|G03EK01
DB06711	Naphazoline	R01AB02|S01GA01|S01GA51|R01AA08
DB06712	Nilvadipine	C08CA10
DB06713	Norelgestromin	G03AA13
DB06715	Potassium Iodide	S01XA04|V03AB21|R05CA02
DB06718	Stanozolol	A14AA02
DB06719	Buserelin	L02AE01
DB06720	Velaglucerase alfa	A16AB10
DB06723	Aluminum hydroxide	A02AB02|A02AB01|A02AD03
DB06724	Calcium carbonate	A02AC01|A12AA04|A11GB01
DB06725	Lornoxicam	M01AC05
DB06727	Sparteine	C01BA04
DB06729	Sulfaphenazole	S01AB05|J01ED08|G01AE10
DB06730	Gestodene	G03AA10|G03AB06
DB06736	Aceclofenac	M01AB16|M02AA25
DB06738	Ketobemidone	N02AB01|N02AG02
DB06739	Seratrodast	R03DX06
DB06742	Ambroxol	R03CC63|R05CB06
DB06751	Drotaverine	A03AD02
DB06752	Chymopapain	M09AB01
DB06753	Triclofos	N05CM07
DB06754	Danaparoid	B01AB09
DB06755	Beta carotene	A11CA02|D02BB01
DB06756	Glycine betaine	A16AA06|A09AB02
DB06759	Fomivirsen	S01AD08
DB06760	Sacrosidase	A16AB06
DB06762	Pinacidil	C02DG01|C02LX01
DB06764	Tetryzoline	S01GA02|S01GA52|R01AB03|R01AA06
DB06766	Alcaftadine	S01GX11
DB06767	Ammonium chloride	G04BA01|B05XA04
DB06769	Bendamustine	L01AA09
DB06770	Benzyl alcohol	P03AX06
DB06771	Besifloxacin	S01AE08
DB06772	Cabazitaxel	L01CD04
DB06773	Human calcitonin	H05BA03
DB06774	Capsaicin	M02AB01|N01BX04
DB06775	Carglumic acid	A16AA05
DB06776	Sodium cellulose phosphate	V03AG01
DB06777	Chenodeoxycholic acid	A05AA01
DB06778	Cupric sulfate	V03AB20
DB06779	Dalteparin	B01AB04
DB06781	Difluprednate	D07AC19
DB06782	Dimercaprol	V03AB09
DB06783	Prussian blue	V03AB31
DB06785	Ganirelix	H01CC01
DB06786	Halcinonide	D07AD02
DB06787	Hexocyclium	A03AB10
DB06788	Histrelin	L02AE05
DB06791	Lanreotide	H01CB03
DB06792	Lanthanum carbonate	V03AE03
DB06794	Lodoxamide	S01GX05
DB06795	Mafenide	G01AE10|D06BA03
DB06796	Mangafodipir	V08CA05
DB06797	Mebutamate	N05BC04
DB06799	Methenamine	J01XX05
DB06800	Methylnaltrexone	A06AH01
DB06802	Nepafenac	S01BC10
DB06803	Niclosamide	P02DA01
DB06809	Plerixafor	L03AX16
DB06810	Plicamycin	L01DC02
DB06811	Polidocanol	C05BB02
DB06812	Povidone-iodine	G01AX11|R02AA15|D08AG02|D09AA09|S01AX18|D11AC06
DB06813	Pralatrexate	L01BA05
DB06815	Pyrithione	D11AX12
DB06816	Pyrvinium	P02CX01
DB06817	Raltegravir	J05AR16|J05AX08
DB06819	Phenylbutyric acid	A16AX03
DB06820	Sulconazole	D01AC09
DB06821	Sulfameter	J01ED04|G01AE10
DB06822	Tinzaparin	B01AB10
DB06823	Tiopronin	G04BX16
DB06824	Triethylenetetramine	A16AX12
DB06825	Triptorelin	L02AE04
DB06826	Unoprostone	S01EE02
DB07118	Hymecromone	A05AX02
DB07402	Azapropazone	M01AX04
DB07477	Felbinac	M02AA08
DB07637	Dibromotyrosine	H03BX02
DB08162	Fasudil	C04AX32
DB08329	Sulthiame	N03AX03
DB08439	Parecoxib	M01AH04
DB08486	Efaproxiral	L01XD06
DB08604	Triclosan	D08AE04|D09AA06
DB08621	Thiamphenicol	J01BA02|J01BA52
DB08639	Dapivirine	G01AX17
DB08792	Diloxanide	P01AC01
DB08794	Ethyl biscoumacetate	B01AA08
DB08795	Azidocillin	J01CE04
DB08796	Pipazethate	R05DB11
DB08797	Salicylamide	N02BA75|N02BA55|N02BA05
DB08798	Sulfamoxole	J01EE04|J01EC03
DB08799	Antazoline	R06AX05|R01AC04
DB08800	Chloropyramine	D04AA09|R06AC53|R06AC03
DB08801	Dimetindene	R06AB03|D04AA13
DB08802	Isothipendyl	R06AD09|D04AA22
DB08803	Tymazoline	R01AA13
DB08806	Roxatidine acetate	A02BA06
DB08807	Bopindolol	C07AA17|C07CA17
DB08808	Bupranolol	C07AA19
DB08810	Cinitapride	A03FA08
DB08811	Tofisopam	N05BA23
DB08813	Nadroparin	B01AB06
DB08814	Triflusal	B01AC18
DB08815	Lurasidone	N05AE05
DB08816	Ticagrelor	B01AC24
DB08818	Hyaluronic acid	S01KA51|S01KA01|D03AX05|M09AX01|R01AX09
DB08819	Tafluprost	S01EE05
DB08820	Ivacaftor	R07AX31|R07AX02|R07AX30
DB08822	Azilsartan medoxomil	C09CA09|C09DA09
DB08824	Ioflupane I-123	V09AB03
DB08826	Deferiprone	V03AC02
DB08827	Lomitapide	C10AX12
DB08828	Vismodegib	L01XX43
DB08835	Spaglumic Acid	R01AC05|S01GX03
DB08836	Temocapril	C09AA14
DB08840	N-methylnicotinamide	A05AB01
DB08842	Acetylcarnitine	N06BX12
DB08860	Pitavastatin	C10AA08
DB08862	Cholecystokinin	V04CK02
DB08864	Rilpivirine	J05AR19|J05AR21|J05AR08|J05AG05
DB08865	Crizotinib	L01XE16
DB08867	Ulipristal	G03AD02|G03XB02
DB08868	Fingolimod	L04AA27
DB08869	Tesamorelin	H01AC06
DB08870	Brentuximab vedotin	L01XC12
DB08871	Eribulin	L01XX41
DB08873	Boceprevir	J05AP03
DB08874	Fidaxomicin	A07AA12
DB08875	Cabozantinib	L01XE26
DB08876	Taliglucerase alfa	A16AB11
DB08877	Ruxolitinib	L01XE18
DB08879	Belimumab	L04AA26
DB08880	Teriflunomide	L04AA31
DB08881	Vemurafenib	G01AE10|L01XE15
DB08882	Linagliptin	A10BH05|A10BD19|A10BD11
DB08883	Perampanel	N03AX22
DB08884	Gadoxetic acid	V08CA10
DB08885	Aflibercept	S01LA05|L01XX44
DB08888	Ocriplasmin	S01XA22
DB08889	Carfilzomib	L01XX45
DB08890	Linaclotide	A06AX04
DB08893	Mirabegron	G04BD12
DB08894	Peginesatide	B03XA04
DB08895	Tofacitinib	L04AA29
DB08896	Regorafenib	L01XE21
DB08897	Aclidinium	R03BB05|R03AL05
DB08898	Glucarpidase	V03AF09
DB08899	Enzalutamide	L02BB04
DB08900	Teduglutide	A16AX08
DB08901	Ponatinib	L01XE24
DB08902	Raxibacumab	J06BB18
DB08903	Bedaquiline	J04AK05
DB08904	Certolizumab pegol	L04AB05
DB08905	Formestane	L02BG02
DB08906	Fluticasone furoate	R03AL08|R01AD12|R03AK10|R03BA09
DB08907	Canagliflozin	A10BD16|A10BK02
DB08908	Dimethyl fumarate	L04AX07
