chemical_cid,uniport_accession
3034285,P07919
24905143,P42684
896,P16083
11957393,P43405
4723,Q01959
447077,P09619
5281672,Q9Y6R4
156422,Q9H2G2
637090,P51161
9547909,P49356
24905152,P42684
24963036,P00734
888,P08574
753,P11182
888,Q9BZ29
3371,Q04828
24894130,P35968
888,Q8TAM1
5287799,P43235
3559,Q12809
152951,P00734
888,Q04917
55245,P37231
2247,Q9Y5Y4
5950,Q9Y3B4
5957,Q08188
119607,P98153
23994,Q9UMR2
447873,Q9Y6R4
14611919,Q9Y2D0
447029,P29475
446871,P54829
5212,Q9Y5Y4
3964,Q9Y5Y4
753,P09622
4828,Q9Y5Y4
16750123,P50336
126941,P04818
3064778,Q9Y6R4
11213558,Q9Y6R4
119031,P78536
766948,Q9Y6R4
3168,Q9Y5Y4
11524144,Q9Y6R4
6119,P36542
439750,P07919
4055,P50336
68841,O60729
1400,P54762
273,Q9Y2D0
447955,Q9Y6R4
6436219,Q9ULH7
702,P10599
888,P21953
6852168,P00742
23994,P51512
5288834,Q6NXR0
23925,Q04609
1174,Q16831
2244,P35354
5862,Q9UGB7
23925,Q9UKA1
753,Q12830
11314340,Q13976
439260,Q9Y5Y4
43815,Q9Y5Y4
5288834,P14555
3220,Q9Y6R4
2381,Q9Y5Y4
6323526,Q9Y5K2
3062316,P51451
448968,P08238
5566,Q9Y5Y4
5330812,Q9Y2U5
23925,Q6UX04
447532,P51451
5326739,Q9Y6R4
656968,Q14432
5287844,Q9Y6R4
445756,Q9Y5K2
11314340,Q9Y6R4
5329103,P22607
23994,Q9BV79
449241,Q16513
790,Q16831
643975,P50336
6322,Q8N159
5288222,Q9Y6R4
12606920,P40261
11493598,Q9Y6R4
2396,Q9H2G2
2726,Q9Y5Y4
23994,Q15843
6726,Q9Y5Y4
165339,Q96PD5
753,Q9H477
447962,Q9Y6R4
1567,Q9Y6R4
753,P02545
5494425,P29376
753,Q14031
5288834,Q9H477
2160,Q9Y5Y4
3062316,Q15375
4184,Q9Y5Y4
5790,P04818
5329102,Q9BZL6
5828196,Q9Y6R4
10132,P12724
24905143,P48736
753,P36222
499953,Q05655
11188898,Q9Y2D0
5289314,P08253
5288834,Q3ZCW2
6083,P54619
888,Q9BVA1
215436,Q14432
2726,Q9Y5Y4
753,P37231
449125,P54829
447653,Q9Y6R4
2160,Q9Y5Y4
24963046,P35968
5957,P30049
753,Q12866
23994,Q53HL2
439216,Q02127
23994,Q9BV79
448605,Q9Y5K2
447607,P04062
448002,Q9ULZ9
6305,Q9UKV8
23925,Q9Y3D2
1609,Q9Y5K2
447961,Q9Y6R4
4066,Q9Y5Y4
888,O75916
439153,P07919
888,Q9Y678
5330812,Q9Y6R4
888,P19878
90206,Q8NHR9
4184,Q9Y5Y4
8172,Q8NHP8
447077,Q9Y6R4
5288834,Q05655
753,Q9UGJ1
30819,P51451
1540,P24385
1567,P22102
3062316,P54760
753,Q99704
23994,P54760
68841,P35557
3157,Q9Y5Y4
444617,Q86XF0
4917,Q9Y6A2
24832041,Q86TI2
2541,Q9Y5Y4
5329103,Q16620
5757,Q9BR01
445843,P05981
11493598,Q9Y6R4
6914661,P23467
996,Q9UKV8
1615,Q9Y5Y4
888,Q12906
44144383,Q9Y2D0
9547935,Q9UDW1
23994,Q14432
753,P06401
441383,Q9Y5Y4
753,Q99574
30819,P40763
4168,Q9Y5Y4
3715,P35354
439153,P00156
5962,P05089
3042,Q9Y5Y4
181426,P35228
888,P08240
65098,P12724
1990,Q9ULZ9
5356,Q9Y2D0
12374,P04150
5005498,Q9UK32
448642,Q9Y6R4
888,Q9UBT2
24894130,Q9Y6R4
216239,Q9Y6R4
24856363,P04792
11188898,P34059
92105,Q9NRR6
23994,Q14839
5566,Q9Y5Y4
449087,P24385
644241,P15056
439153,P40926
5326843,P07333
134497,Q86TI2
312145,P42345
187,Q494W8
753,O75436
4449,Q01959
1935,P50336
5288016,Q9Y6R4
3396,Q9Y5Y4
888,Q9NRR6
5329102,Q9Y6R4
23925,P02788
16046126,Q9Y6R4
445154,P25705
165339,P31146
9804302,P34059
23994,Q8NFM4
3561,Q9Y5Y4
2513,Q9UI42
3468,Q9Y5Y4
5329103,P51451
888,Q9UJ41
2763754,P24385
643975,P29475
25011729,P54760
64727,P04035
439260,Q9Y5Y4
1567,Q14749
25113172,P43405
888,O75688
23994,Q9Y6R4
125132,P49765
5291,P09619
5073,Q9Y5Y4
23994,Q9GIY3
65124,P09622
6419766,P51451
888,Q00722
399618,Q9Y6M4
888,Q9GZU7
16122634,Q9Y6R4
3010818,P43235
97297,Q8TEK3
5312137,Q12866
4357,P34913
1400,P22455
2726,Q01959
6090,Q9Y5Y4
1514,Q9Y2D0
23994,P14543
5002,Q9Y5Y4
23994,Q9Y3Y4
2585,Q9Y5Y4
445154,P25705
3519,Q9Y5Y4
5287541,Q9Y2D0
3739,P02768
753,Q9NTJ3
447607,P09848
753,Q9BR01
123831,P35228
7302,P08581
2913,Q9Y5Y4
449005,P47985
5280343,P36542
6852165,P48736
888,P49411
5329103,Q12866
888,P23368
695906,Q16772
11213558,Q9Y616
16122638,P52732
5329102,Q9Y6R4
643975,P10109
6918852,Q9H2G2
439168,Q16877
564,P02788
54746,Q9Y5Y4
76008,P69905
888,Q9ULW5
44422489,P51451
985,Q6JVE9
753,Q9H999
753,Q9BV79
3337,Q9Y5Y4
68841,P36871
750,Q92871
5950,Q9Y3B4
3715,P02788
9934347,Q9Y6R4
11213558,P43405
3034285,P00156
70815,Q9Y5K2
24963046,Q9Y6R4
6083,P12724
753,Q8TCU5
23994,Q86TI2
753,Q9Y6R4
5288834,P43026
7504,Q9Y5K2
9549259,P00742
8223,Q9Y5Y4
4369414,Q9Y2D0
440552,O43854
3198,Q9Y5Y4
4917,Q9Y5Y4
17414308,Q9Y2D0
9578243,Q14432
195347,P69905
5328969,P51451
312145,P42338
165339,Q9ULV8
440552,Q9Y286
216239,Q9Y6R4
5329102,O96017
11069133,Q9Y2D0
24180719,Q9Y2U5
23994,Q8WZ73
5287600,Q9ULJ8
9934347,Q9Y6R4
65063,Q9NPB1
193653,Q14451
25011729,P54760
23994,Q8IWL3
98527,Q9Y5Y4
5287844,Q9Y6R4
9991833,Q9Y6R4
753,P35221
4601,Q9Y5Y4
753,Q99467
1746,P08519
23994,Q13625
753,P11717
2513,Q08334
1369,P02766
753,O60844
643975,Q9UKU7
5862,P61626
888,Q9ULW5
688424,Q9Y2D0
637542,P35354
39186,Q9Y6A2
888,P20936
753,Q13976
5284570,Q9Y5Y4
5957,Q9NRR6
5566,Q9Y5Y4
446916,Q05586
4469371,Q9Y5K2
5957,Q9UBE0
439153,P09622
439750,Q9UDW1
23925,Q6NYC1
888,P53355
888,P19438
96876,Q9Y2D0
9543420,Q9ULZ9
165339,P54829
5330812,Q9Y6R4
3396,Q99720
119031,P51512
679,P12724
51,Q9H3R0
62156,Q9Y5Y4
445840,Q9Y6R4
6024,Q9NSA0
5494425,P36888
8226,Q9Y5Y4
4369485,P00734
23994,Q8TDB6
10172943,Q9Y243
5287600,Q3LIE5
446094,P58753
447960,Q9Y6R4
753,O43324
14357,P69905
66827,Q9Y2D0
1045,P52788
5287855,Q9Y6R4
447048,Q9NTG7
46870043,P03372
6102708,Q9ULZ9
23994,Q9ULW5
9886249,Q12809
23994,Q9GIY3
23994,Q8NFM4
3038525,Q9Y6R4
6323197,Q9Y5K2
11167118,P15056
447956,Q9Y6R4
5288834,P68036
9978312,Q9Y6R4
5330812,P22455
888,Q9ULW5
2726,Q9Y5Y4
888,Q9ULW5
4543,Q9Y5Y4
123631,Q9Y616
5753,Q9NSA0
169148,P55895
23994,Q9UBE0
854023,Q494W8
23647361,P07858
644241,Q9Y6R4
2369,Q9Y5Y4
2083,Q9Y5Y4
1746,Q9Y5K2
6419766,Q16584
753,Q9UKK9
443600,Q96MW5
5330812,P51451
5566,P62158
5920,P12004
9998128,Q04771
888,P62987
16070039,P11217
35370,P61073
444698,Q9ULZ9
152441,P05026
702,Q9Y5K2
65856,Q01959
33032,Q13255
54477,Q9Y5Y4
26721,Q9Y5Y4
68841,Q9Y6R4
23994,Q13822
10343728,P00742
888,P59998
440552,O43854
11809364,Q9UQ80
44144383,Q9Y2D0
11483970,P37231
60961,Q9Y6R4
30819,Q14289
104865,Q9Y5Y4
4369452,P54829
753,Q96A44
5329102,Q9Y6R4
3468,Q9Y5Y4
448580,O14949
5327130,Q9Y6R4
867,Q9Y3B4
216239,Q9Y6R4
888,Q9UG22
23925,Q9GZT9
753,Q9GZX6
5330812,Q9P0L2
445459,P11217
