chemical_cid,uniport_accession
71360,Q86ME6
11481186,Q09277
124886,Q966I0
23994,Q19519
156422,B5BM27
1400,P03949
23994,Q9BL11
4946,Q86ME6
3647,Q10914
888,Q9TZS5
753,Q9N4F3
6419766,Q9XXC0
11338033,Q9XXC0
6918852,Q9XXC0
16750106,Q9XXC0
3396,Q86ME6
888,Q94231
6288,Q9N384
6914573,Q9XXD8
753,O44578
1005,Q9TYQ8
2734054,Q7JKY3
5326739,Q9XXC0
967,Q9NF11
443388,Q9N588
702,Q9N478
128600,O44578
60961,Q9XXC0
190,G5EEQ8
124886,Q18938
24905143,Q9N3S5
448903,Q8IG39
2726,Q86ME6
5326870,Q9XXC0
2513,Q17607
753,Q93619
5329102,O17566
3062316,Q95QM5
888,P34662
888,Q9TXM0
753,Q17533
5494425,Q9Y1J3
10062718,Q9TZB1
23994,Q27538
42608447,Q7JKY3
6005,Q86ME6
23994,A8WHT8
68841,Q9N5U1
643975,Q95YB2
12606920,Q22279
2247,O44164
23994,P49622
753,P41885
969472,Q6BET0
5326739,A7WK47
42647299,Q9XXC0
5329103,Q9XXC0
447911,Q966I0
1567,Q17720
888,P16356
5291,Q9N3S5
72886,O17759
448991,Q9XXC0
4541,Q86ME6
46937091,Q8IG39
753,P34273
23994,Q9BL46
888,Q9XU12
4369452,Q9TZB1
23644582,Q9XXC0
753,Q9TZ33
5957,Q9GZH2
3758,P91119
1031,O61460
6623,Q966I0
178,Q93379
23994,P91502
2513,Q03600
753,O44518
5962,Q95XN1
24798742,Q9XTG7
753,Q9BI82
4205,Q86ME6
5566,Q86ME6
6083,O44406
493570,Q21918
753,A7DTF2
5566,Q86ME6
16058617,Q9XXC0
449241,Q9XXC0
33032,Q09630
5951,Q9NH52
888,Q9XV44
3372,Q86ME6
42608447,Q7JKY3
4543,Q86ME6
888,Q18425
753,Q18426
4908,Q9N3C7
446845,Q9TZ33
643975,Q17474
5164,Q9XXC0
888,Q9U2M5
17754075,H2KYW1
68841,Q9N4F3
9750,Q9XXC0
5330812,Q9XXC0
448167,Q9U295
8172,Q17684
971,B7WNA0
6409,Q965R0
71360,Q86ME6
10917,Q9XUN8
753,Q9BKZ9
71360,Q86ME6
128564,G5EBU3
8223,Q86ME6
28864,Q86ME6
753,Q3HKD3
156422,Q95ZV7
753,Q23195
1567,Q9XX97
5329102,Q9NAH6
448672,Q17474
5002,Q86ME6
753,Q9TXY8
23994,Q23639
23994,Q18477
11213558,Q18486
753,Q9XXC0
753,A7LPE4
27402,Q86ME6
439168,Q21122
679,Q93569
6287,Q10651
14205264,Q9XW79
71360,Q86ME6
446094,Q09527
33032,Q09630
5533,Q9N3C7
5288834,Q9TZB1
445958,Q9XXC0
753,Q9XWZ3
5330812,O44562
2726,Q9N3C7
985,Q965W1
446845,Q9TZ33
5329103,Q9XXC0
25011728,O61460
4634,Q86ME6
33032,Q21544
753,P19826
5329102,P03949
60961,Q8IG39
11987874,Q9N5U1
5957,O44441
447961,Q9XXC0
668,Q9XTS4
888,Q86D20
4078,Q86ME6
23994,Q7YWN1
46937116,Q9XXC0
888,Q9TZL8
6852167,Q94125
165879,G5EGJ9
888,O01590
6128,Q966G8
2801,Q6BET0
753,Q20634
888,Q09639
165339,Q21253
134856,A9UJN4
643975,O17892
1051,Q9N4K2
439153,P27604
1053,Q9XXD8
446073,P41992
14205264,Q9XW79
5002,Q86ME6
24180714,B1GRK5
30819,Q9TZB1
888,Q9NAN1
971,Q9TYQ8
4168,Q86ME6
753,Q9BI82
23994,Q93705
33032,P91406
888,G5ECC3
753,P55216
6037,Q9N588
156422,Q95ZV7
888,Q9XU12
10400412,O44578
753,Q4W4Z2
888,O17589
888,Q9XWZ3
5329102,Q9U1Y5
997,B1GRK5
5164,Q9XXC0
65094,Q966I0
5957,O45827
3062316,Q9N3S5
5362422,G5EBU3
3220,Q9XXC0
23994,P34650
2267,G5EE47
8515,Q9XXC0
753,O76360
4485,Q86ME6
888,Q9TZB1
4184,Q86ME6
4011,Q86ME6
5288834,Q09250
888,Q17607
23994,Q20660
446845,Q9TZ33
3062316,B5BM27
5330812,Q9XXC0
9543437,Q9XXC0
439407,Q0MQ68
657004,Q10914
5957,Q03604
379,Q966I0
3062316,H2KZW5
888,P48152
753,Q27874
888,Q8MXK3
3082729,Q9TZB1
3446,G5EGL3
33032,G5EGQ9
2726,Q86ME6
23994,Q9N5N4
753,Q966I0
888,Q9XU12
5329102,Q9XXC0
5327159,O44578
5862,Q20893
888,Q9XWZ3
5329103,Q9XXC0
23994,Q8I100
2170,Q86ME6
449013,Q8IG39
750,Q9BL46
5327154,Q9TZB1
23994,Q19335
5288834,Q9UB28
49,Q9XXD8
1567,Q9TZ93
643975,Q95YB2
753,Q9XXC0
68841,Q95QI7
753,Q9XXC0
888,Q9N2V9
23994,Q20993
888,Q9XWZ3
33032,Q93650
5329102,Q9XXC0
124886,Q23528
23994,Q19826
227,Q9N4Z0
6857699,Q966I0
3696,Q86ME6
446094,Q10661
750,G5EGQ9
68841,B6VQ60
23994,Q966C6
24941249,Q9N2L7
985,Q20390
5452,Q86ME6
2170,Q9N3C7
6102708,Q94316
888,Q93576
2396,O17566
753,Q9N5N4
23994,Q9NH52
753,Q9XV44
165339,Q09995
753,Q10121
3658,Q86ME6
24856363,Q9XXC0
5288834,O02495
888,Q9XW53
753,Q965W1
97032,Q9U2Z2
6083,Q27536
5289247,Q94125
9860102,Q9N5U1
753,Q23670
888,Q9XWE6
5288834,Q965R0
753,Q9N368
23994,Q967F4
9956726,Q966I0
5329103,Q23356
753,Q9XXC0
888,P53013
23994,Q9TZ33
753,Q18477
888,O02092
11952989,Q9XXC0
888,Q0MQ68
60795,Q86ME6
753,Q9XXC0
17754173,G5EBU3
2119,Q86ME6
1122713,P91119
679,Q9XXC0
3373,Q6BET0
5330812,Q8T7Z0
5288834,Q22825
129211,Q86ME6
2763754,P34638
5288834,Q27245
23994,P49622
33032,Q10914
47811,Q86ME6
5494425,O45818
145742,Q23451
2771,Q86ME6
60149,Q86ME6
643975,O44510
6005,Q86ME6
888,P34539
23994,P91119
888,Q9N426
3372,Q86ME6
4168,Q86ME6
35370,Q9N5U1
5957,P50444
5327159,O44578
110635,P91119
70815,Q18477
447649,Q9XXC0
21066379,Q9XXC0
11213558,Q9XXC0
16115004,Q9XXC0
33032,Q966G8
5095,Q86ME6
170018,Q18268
668,Q9XTS4
4168,Q6BET0
5073,O44164
5002,Q86ME6
888,Q21306
3342298,G5EBU3
115015,O44578
888,O44406
9543517,Q9XXC0
449005,Q23240
5957,Q9XWV3
446018,Q22825
23994,G5EBS1
679,Q9XUS5
681,G5EED8
753,B7WNA0
69672,Q18164
4369451,Q9TZB1
23994,Q9XV44
3140,Q10914
5311,Q18477
3062316,Q95ZV7
1662,Q19207
1567,Q20143
753,Q9TYY8
643975,Q20063
44129631,Q10914
3827,Q86ME6
4369393,P91982
6083,Q9TXI4
5355,Q86ME6
650361,B7WNA0
776315,Q9N492
23994,Q9N4M0
11524144,P20792
9547900,Q966I0
753,Q3HKD3
5486971,G5EGL3
68841,Q9XXC0
679,Q9XUS5
9934347,Q9XXC0
6419766,Q23356
444763,Q9TZB1
753,Q9TYL2
3337,Q9N3C7
356,H2L0G7
4449,Q9N3C7
5073,Q86ME6
25210273,Q2L6Y6
2247,Q86ME6
5358,Q6BET0
5388909,Q966I0
1051,Q9XX97
5287969,Q9XXC0
2403,Q9XXC0
2267,Q86ME6
68841,Q09345
2608,Q9XXC0
4565,P34638
440552,Q09277
447695,Q9TZB1
23994,O45946
6230,Q966I0
33032,Q21544
33032,Q10914
165331,Q18164
5002,Q6BET0
439407,Q9N4F3
3371,O44578
28864,Q86ME6
753,Q18938
11175137,Q9XXC0
6049,Q21122
5991,Q966I0
17754156,G5EBU3
17754204,Q9N599
72886,Q09353
23994,Q22716
5775,Q86ME6
888,Q9TZ33
448087,Q18581
446245,Q93341
68841,Q21539
30819,Q9XVK5
23925,Q9NAM7
888,Q966I6
753,Q9XX97
888,Q9XU12
33032,Q966G8
753,Q9XXC0
753,Q95QI7
446073,Q9XWZ3
24417,P46554
30819,P29355
5287969,Q9XXC0
3696,Q9N3C7
2913,Q6BET0
9886249,G5EE47
444972,Q94272
79034,Q965R0
449241,Q9NAH6
10089048,Q9XXC0
54477,Q86ME6
8064,Q22120
8172,Q19326
23994,G5EEI8
24800833,G5EFD9
17754204,Q9N599
4926,Q86ME6
446244,Q93341
440717,Q9TYQ8
5957,Q19360
2160,Q86ME6
3779,Q86ME6
5280343,Q9XXK1
888,P52652
5289457,O44954
3559,Q86ME6
23994,Q17525
2160,Q86ME6
985,Q5WRP2
449241,Q23356
888,Q17820
193653,Q9XWW5
5862,Q65CM5
5894,Q9XXC0
60149,Q86ME6
68841,Q8I111
971,Q9TYQ8
8172,O44164
165339,Q21762
2513,Q94272
3157,Q86ME6
23994,Q22825
5329102,Q9XXC0
888,Q9GYQ7
10450114,Q7JKY3
5950,Q9U2F5
23994,P34434
15942657,O01815
23925,Q9NAM7
888,Q9XXC0
753,Q23126
25093369,Q93341
47811,Q86ME6
5002,Q86ME6
753,B6VQ60
5459373,P20792
753,Q9XTQ8
5957,Q2L6Y6
753,Q9TZ58
23994,P46769
2477,Q86ME6
3385,Q9N588
753,Q9XXC0
6852206,Q9XXC0
679,B3KYC0
51,Q09519
9547915,Q9TZB1
46870043,Q966I0
888,Q93619
91552,Q23042
11213558,Q9XXC0
68841,Q9N3S7
5405,O44164
888,G5EDZ2
65533,Q9N5U1
124886,Q9TXY8
12717,P91134
5289474,Q9XXK1
5287969,Q9XXC0
23994,Q18241
8515,Q9XXC0
11314340,Q9XXC0
2763754,Q9XXC0
3519,Q86ME6
165339,Q9XU81
447466,Q9TXM0
5330812,Q9XXC0
5327150,P30636
3758,Q9N2V9
447077,P20792
4748,Q86ME6
2519,Q86ME6
888,P91309
753,Q966G8
23994,G5EE14
753,G5ECV9
753,P41938
145742,Q23451
447027,Q21817
60795,Q6BET0
3082729,Q9TZB1
11213558,Q9XXC0
23647657,Q9XXC0
753,Q9NF11
447027,Q9TZ33
888,Q93167
170018,Q9XXC0
30819,Q966I0
24905144,Q94125
888,Q09409
5957,P16356
5862,Q6DNF3
5957,Q9XXC0
654376,B7WNA0
5288834,O44128
24941248,Q9N2L7
152441,Q9BL73
9543521,Q9XXC0
5957,G5EGQ3
124886,Q93379
16362,Q86ME6
3964,Q6BET0
446094,Q10661
24916788,Q2L6Y6
643975,O16522
5957,Q9XXC0
15541,Q22054
1567,Q9N384
888,Q9XUY2
439407,Q22601
8172,Q23240
3332,Q2AAB9
702,Q22972
23994,Q94231
3964,Q86ME6
439260,Q22279
446018,Q22825
62867,Q86ME6
888,Q9XXC0
10531,Q86ME6
753,Q966I0
753,O76360
3957,Q86ME6
5329102,O44562
47811,Q86ME6
44176356,Q9XXC0
6083,Q21531
753,Q9N576
23994,P51403
1195,P91093
888,Q9XU12
888,Q9U3I0
185915,Q9N492
5287844,Q9XXC0
14357,Q9UAV5
5326866,Q9XXC0
92249,Q9XXI7
53359,Q9U2J6
23994,Q95Y97
6726,Q86ME6
753,P41877
5330812,Q23356
888,Q9XXC0
888,Q8MXK3
753,Q9N5E4
5957,O44997
753,Q17330
23727981,Q9XXC0
46937051,Q9U221
1567,Q9XVZ6
5566,Q86ME6
753,Q9XVZ6
4748,Q86ME6
3534,Q93341
753,Q9XVK5
753,Q2YS41
62452,O01815
5288834,Q7YTQ6
439153,P41938
449241,Q9NAH6
9429,Q86ME6
30819,G5EGJ9
5330812,Q9TZM3
4993,Q93341
888,Q966I6
5894,Q9XXC0
4541,Q9N3C7
165331,Q21762
6083,Q10457
5288834,O16453
888,Q95Q62
5289389,G5EBU3
448973,Q2L6Y6
439153,Q20779
6918852,Q9XXC0
12106168,Q9XXC0
23994,Q9XWZ3
5957,Q09409
1567,P34618
753,G5EBW5
23994,Q20829
68841,O16929
11213558,Q9XXC0
5289419,Q9NB31
190,Q22279
1567,Q9N384
30819,Q9XWW5
1567,Q19404
5329102,O45818
5957,Q20173
124886,Q966G8
23994,P47991
5775,Q86ME6
134497,Q7JKY3
23994,Q9NAN1
643975,Q95YB2
5288002,Q10914
753,Q9XX97
888,Q9XXC0
5326887,Q9N5U1
447682,Q9XXC0
5287600,A9UJN4
23994,Q20660
6024,Q22189
2788,Q17765
702,H2KZ12
23994,O44975
888,P91119
62452,Q20173
753,Q20634
16750059,Q7JKY3
5329103,Q9TZM3
12374,Q10661
445713,Q5FC21
888,Q17383
46937096,Q22943
156422,Q9XXC0
702,Q9N2V9
447622,O44562
750,Q9TZB1
753,Q9XUN8
753,Q9N384
5950,Q9N492
753,Q18164
753,Q20660
753,Q21817
5330812,Q9XXC0
21081761,O44562
1174,Q9U221
446073,Q9XWZ3
448968,Q2L6Y6
4011,Q86ME6
1757,Q9TZB1
888,Q22856
11395145,Q966I0
753,Q9N384
33032,Q10914
588963,Q9N4N4
888,Q05036
24466,Q93341
888,Q95YE2
16058668,Q2L6Y6
753,O17066
5287969,Q23356
65856,Q9N3C7
448009,Q9BHL6
23994,Q9N5K2
5287844,Q9XXC0
888,Q9XUS7
2179,G5EE47
888,G5EGJ9
5330812,O01583
25049750,G5EFD9
2352168,Q9XXC0
30819,Q9XXC0
679,Q20829
5288834,Q2L6Y6
753,P91093
5287844,Q9XXC0
21307,O62215
11213558,O44997
9934347,Q968Y9
11524144,Q9XXC0
10531,Q86ME6
46937116,Q9XXC0
1567,Q9N5Z3
23994,P90755
23994,Q9BIC2
888,Q9XXC0
888,Q9TZ33
5327153,Q9TZB1
11213558,Q9TZM3
124886,Q9N4S0
888,Q20875
679,Q9XXC0
1060,Q10663
445154,O44578
132302,Q965R0
5287844,Q9XXC0
4095,Q9N3C7
10708341,Q93379
165339,G5EE47
5405,Q86ME6
11213558,Q95ZV7
23994,Q9XXD0
8223,Q86ME6
440552,Q9U3M2
23994,Q9U1R7
5957,Q93338
5311,A7LPD8
888,Q18268
165339,Q27538
23994,O01869
11957417,P34638
5330812,Q9XXC0
11213558,Q9XXC0
5288834,Q9XVK5
888,O44562
888,Q95XC4
165339,Q19341
23925,Q22633
446696,Q27474
24864821,O44562
23994,Q9U3E2
23994,Q18241
4449,Q86ME6
753,Q17432
9934347,Q9XXC0
5775,Q86ME6
5329103,Q9XXC0
5288720,O17966
7419,Q18040
753,Q9XXC0
888,Q9TW65
888,Q9XXC0
5329103,O44562
888,Q23240
753,Q22366
5459373,Q9XXC0
46937170,Q23670
23994,O17218
5289085,Q9TZ33
753,P34552
5957,Q9U1R7
888,Q7YTG6
23994,Q22015
11175137,Q9XTG7
216239,Q9XXC0
888,Q03600
23994,Q9N4T5
679,Q9XXC0
753,Q6AHQ8
888,P34638
753,P91443
3348,Q86ME6
23994,Q9N357
5494425,Q9XXC0
30819,Q9XXC0
3547,O01583
379,H2L0G7
3964,Q86ME6
679,Q9XXC0
439691,P48158
1060,B7WNA0
194777,G5EBU3
888,Q9N5C4
23994,Q2YS41
4184,Q86ME6
23727982,Q9XXC0
888,O01596
888,Q9XVI9
888,Q9XXC0
3034285,Q21817
444746,Q9N5U1
23994,Q95XU6
753,Q94055
8515,Q9XXC0
42647299,Q9XXC0
750,Q10039
23994,Q19000
5329102,Q9U1Y5
23994,Q9NH52
2901,G5EGQ9
1567,Q9N384
888,G5ECI8
23994,G5EGA4
679,Q22972
10917,Q9XUN8
5568,Q86ME6
643975,Q95YB2
23994,Q93332
753,Q9U2Z2
888,Q9U1R7
5312137,Q9XXC0
47811,Q86ME6
8172,G5ECD7
3520,Q9TXM0
46937158,Q9XXC0
5568,Q86ME6
753,Q965N9
23994,Q8WQA8
12560,O44164
5533,Q86ME6
24901696,O44562
888,Q9XWZ3
5288641,Q9N5U1
888,Q9Y1J3
888,Q9XXC0
5287844,Q9XXC0
985,Q965W1
2477,Q86ME6
5287600,Q9XW79
5326739,Q9XXC0
23925,G5EBX9
5494425,Q9NB31
11213558,Q9XXC0
4543,Q86ME6
888,Q9XWZ3
54746,Q86ME6
23994,Q9XUK7
888,O62108
96,Q94272
6380,Q564Q1
5329102,G5EGQ3
6323520,Q9N588
36811,Q86ME6
941651,Q86ME6
23994,Q19326
5957,Q18990
2771,Q86ME6
57363,Q20344
10172943,Q9XTG7
4078,Q86ME6
23994,Q93338
6274,H2KYE9
447196,Q10914
5288834,Q9U2F5
5862,Q17383
753,Q95YB8
2995,Q9N3C7
51,Q9U297
4927,Q86ME6
11213558,Q9XXC0
5035,O17892
6083,Q9U302
447655,P34638
3964,Q86ME6
5152,Q86ME6
3537,Q93341
379,O17798
448979,Q9GZI3
2818,Q86ME6
5957,O62349
4078,Q86ME6
23994,Q966I0
312145,Q9N2L7
888,Q9XVZ6
62452,P34707
165339,Q21762
23994,Q20829
6914661,Q9UB28
980,Q9N384
72886,Q9TZB1
5287969,H2KYY2
448915,Q966I0
10062718,Q9TZB1
2160,Q86ME6
3062316,Q9N3S5
753,A8WFI7
2585,Q86ME6
888,Q94231
5950,Q94055
23994,Q9U3C3
888,Q9XXC0
31275,Q9BI71
8172,Q9U2F5
10403821,Q966I0
24851688,Q9XXC0
5326886,Q9N5U1
440552,Q9N384
24752844,Q7JKY3
23994,Q95QI7
5957,Q9XXC0
60795,Q86ME6
23994,Q17684
753,P50444
30819,G5ECQ8
5957,Q9N4N4
22049997,Q9XXC0
888,Q9GYI0
643975,G5EE47
11574606,Q9XXC0
6914621,G5EFD9
9429,Q86ME6
44129612,Q8WTM6
888,Q9N5K2
5288834,Q95PW9
888,Q94231
643975,Q9N4Z0
6083,Q21166
445841,Q9XXC0
11338033,Q9XXC0
888,Q8I4D7
5287844,Q9XXC0
5288606,Q22279
888,Q9XXD8
888,G5ECQ8
54746,Q86ME6
8515,Q9XXC0
1944,Q9U2J6
23994,G5EFA2
888,G5ECE3
65063,Q93341
71360,Q86ME6
4630909,Q9XXC0
888,Q19752
1694,Q9XXC0
23925,Q9U2E4
5288834,Q9U2F5
8172,Q19326
2585,Q86ME6
9926933,Q9XXC0
753,P55113
443884,Q86ME6
1567,O62460
753,Q09995
888,Q9XXI7
23994,P29355
753,B3GWA1
753,Q9XXC0
5288834,Q9GUM2
5288795,Q966I0
888,O17066
5957,Q95ZQ3
2708,Q966G8
980,Q9N384
190,Q9N5U1
3278,Q966G8
8515,Q9XXC0
4158,Q9N3C7
439153,Q19058
2247,G5EE47
5957,P58798
5957,Q9BHL6
4369451,Q9TZB1
888,Q8T3G2
23994,Q9TZ93
753,Q93379
46937053,Q9Y1J3
753,Q09525
753,Q9XU81
888,Q93725
5957,Q9N4N4
753,Q9U3P9
115237,Q86ME6
2818,Q86ME6
5281855,Q968Y9
2726,Q86ME6
3446,Q9XXD8
60961,P27604
888,Q94231
888,G5EGS3
11338033,P54936
23994,Q21817
23994,Q9U2M5
5494425,Q9XXC0
753,Q9U2X0
5281701,Q9XXC0
9834298,Q19749
5311,Q18477
985,Q9XU81
439153,Q9TXM0
68841,Q21539
447027,Q09545
2369,Q86ME6
1005,Q9TYQ8
23925,Q95Q98
8172,Q9TZB1
441314,O62334
1682,Q9TYQ8
5288834,Q23670
11852,O44578
1053,Q9XX97
165339,Q966G8
656969,Q9N2V9
4735,Q86ME6
753,Q9N384
8172,Q9U370
68841,Q8T3G2
753,Q10039
888,Q9GYG4
176870,Q9XXC0
165331,G5EDZ2
11213558,Q9XXC0
3082729,Q9TZB1
1060,Q9TYQ8
3547,Q9XXC0
24801862,Q9XXC0
40539,Q93332
5330812,O61460
888,P91125
124886,Q9XTU9
